Original_Input_Text,RL_Types,Raw_Model_Output
奇了怪了。。在青岛土生土长二十五年了，老家平度，从小在李沧长大，后来父母家搬去了城阳，工作后市北住过，现在住在李村，公司在崂山，那些传播什么青岛市区鄙视链的什么市里人看不起哪哪哪人的什么排外的到底是谁啊我咋啥也没感觉到呢,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
碰到过一个从外地搬来青岛的 住在市南区 觉得自己老高贵了 说什么李沧是城乡结合部 崂山全是拆迁户 莱西平度是偏远山区青岛土生土长本地人只会觉得我小岛岛哪都好 最爱我小岛岛,"[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]","输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]"
我李村的，我一个胶州的同事，住在市南租房子，他说我李村不属于市区，笑死人了，后面我才知道他是胶州的。给我拽上了还。,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]
李村属于即墨方言,[认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑4：Linguistic-Cultural Recognition]
我潍坊人，平度以前属于潍坊过，所以现在还有一些老一辈平度人的对潍坊归属感比青岛强,[认同逻辑2：Administrative Legitimacy],输出： [认同逻辑2：Administrative Legitimacy]
我市南土生土长的，上学的时候去了烟台，大学毕业回家后，嫁了胶州小伙子，因为孩子上学所以我们就住胶州了，我家市区有七八套房子，胶州城阳也都有房子。我爸妈现在住崂山，我每次回家邻居都会说我终于从村里进城了，有一次遇到问我一句你在胶州是不是住不上有暖气的房子…呵呵有啥好说的呢，嘴长在别人身上爱说啥说啥呗。,[认同逻辑3：Family Rootedness，认同逻辑5：Functional Livability，认同逻辑6：Social Embeddedness],输出： [认同逻辑3：Family Rootedness，认同逻辑5：Functional Livability，认同逻辑6：Social Embeddedness]
我即墨的，我到新青岛话地区我觉得顺即墨话很高贵。因为即墨话（包括崂山城阳李村平度南）才是正宗的青岛土著方言，新青岛话是外地移民讨生活跟土著人方言碰撞融合形成的。,[认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑4：Linguistic-Cultural Recognition]
我是真的被青岛大姨鄙视过啊，很严肃的告诉我，你一个外地人，又住黄岛，你跟青岛根本不沾边！我一想呢也对，我是辽宁的啊，虽然房子在黄岛，那也就只是个贵一点的物品而已，你不认为我是青岛的也没问题啊！我又不计较，我通过自己的努力在青岛工作、赚钱、安家落户、积攒了自己的生活圈子和朋友圈子，难道我需要一个渔民的后代来承认我的身份吗？不需要的，我去你青岛人开的饭店吃饭，点两个菜你还不是要规规矩矩端上来给我？除非你有骨气，不做青岛市区以外人的生意，那我没办法，我去菜市场青岛人的摊子买条鱼，你也不敢半斤说八两吧？我坐个出租车是你青岛人开的，你也不敢拒载吧？反正你不承认没关系的，认知局限又有什么办法呢？,"[认同逻辑2：Administrative Legitimacy（行政归属合法性）, 认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]","输出： [认同逻辑2：Administrative Legitimacy（行政归属合法性）, 认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]"
完全就从来不是 只是近十几年行政合并了仅此而已 之前 人家都是跟青岛平级的 都是叫 即墨市 胶州市 莱西市 胶南市 平度市 大家都是市 跟青岛市有什么关系？ 因为这是事实 不知道为什么要喷 这个年代是不是实话不能说？根本不存在什么歧视 看不起 大家都是平级市区 不分上下 大家说话口音完全不一样他部分习惯也不同 你就不是我 你为什么非得说是我？？你是我 那我是谁？这很奇怪 我很痛苦,[认同逻辑2：Administrative Legitimacy（行政归属合法性）]、[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）],输出： [认同逻辑2：Administrative Legitimacy（行政归属合法性）]、[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]
因为这自古以来都是即墨的地盘，所以土著是即墨人，这里的即墨指的是除平度莱西胶州黄岛以外的所有青岛地区，不要说平度那个即墨，那个是上古即墨邑，我说的是从隋朝开始一直到清末的大一统的即墨县（大一统指人文方言文化习俗统一）,[认同逻辑1：Vernacular Spatial Authority，认同逻辑2：Administrative Legitimacy，认同逻辑3：Family Rootedness],输出： [认同逻辑1：Vernacular Spatial Authority，认同逻辑2：Administrative Legitimacy，认同逻辑3：Family Rootedness]
大学两个舍友一个胶州的一个城阳的 俩人互相鄙视 城阳舍友说胶州不属于青岛（说胶州没划为区）胶州舍友说城阳啥啥都没有之后胶南即墨被划为区 胶州舍友气半死在宿舍说胶南穷为啥不把胶州划进区城阳舍友就特别希望找市南市北区男朋友 同级有个黄岛男生对她很好 俩人经常一起吃饭出去玩啥的 以为他俩能在一起但是城阳舍友嫌男生是黄岛的最后也不了了之了,"[认同逻辑2（行政归属合法性）, 认同逻辑1（社会习惯性区域认知）]","输出： [认同逻辑2（行政归属合法性）, 认同逻辑1（社会习惯性区域认知）]"
我老公认识我的时候，说他是黄岛的，拒不承认跟青岛有任何关系～很长一段时间我单纯的以为黄岛是一个单独的地方，跟青岛没关～,[认同逻辑2：Administrative Legitimacy（行政归属合法性）],输出： [认同逻辑2：Administrative Legitimacy（行政归属合法性）]
胶东机场对市区来说远 我承认 但是那些市区的动不动的就潍坊机场 给潍坊建的机场 怎么的 合着胶州被你们划到潍坊去了呗？,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]
这个鄙视链是在老一辈那，因为当时青岛交通不发达，只有市南市北住人多，李沧黄岛是农村种地多。,[认同逻辑1：Vernacular Spatial Authority，认同逻辑7：Occupational Typification],输出： [认同逻辑1：Vernacular Spatial Authority，认同逻辑7：Occupational Typification]
但我得承认小时候我确实真情实意的认为平度、即墨不是青岛的就是，那个时候的说法都是去周末去平度/即墨玩儿，晚上抓紧时间赶回青岛（算狭义青岛吧）。就像我也曾以为寿光不是潍坊的，诸暨跟绍兴没关系，余姚也跟宁波没关系一样……但这种认知并不涉及歧视，就是日常用语会造成的模糊,[认同逻辑1],输出： [认同逻辑1]
我外地人在青岛生活十多年，公里公道说句，其实日常生活中青岛人没有表现出来青岛区域歧视，但是在偶有的聊天或者一些言论里，能看出来多少会带点儿那种感觉，比如他们会特指一些，像说那个沧口曼儿，或者说青岛话的口音，会问你家哪个区的，城阳的，哦，怪不得，你们懂那种感觉吧，但毕竟我不是青岛人，就听他们聊天中就会有那种地域划分和主城区优越感的只字片语，倒是说不上歧视什么的,"[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]","输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]"
谢谢小姐姐，前几天看到过你这条评论，当时就很有感触，我是土生土长平度人，具体点是平度南村人，高中搬家到一中附近，我一直觉得平度超级好，四季分明，农产品虽赶不上寿光，可是从小过完年爸妈会带我去路边买草莓，五月份去云山过樱桃节，夏天有时吃明村西瓜有时吃东王府庄的人开着三轮车走街串巷卖的西瓜，秋天必定要吃大泽山葡萄，配上八月十五的烧鸡，冬天仁兆白菜和古岘芹菜堆满整个过洞…长大以后走过很多地方才发现平度没有一个大型综合性商超，也没有什么高新产业经济带，甚至现在连财政都岌岌可危，但我还是会想念南村街里的水果摊烧饼铺，想念平度温州路汽修厂的油条，想念小时候妈妈去平度办事绕到帝王给我带回一盒新出的肯德基蛋挞,[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]
"“城阳不算青岛…”最近山东的小伙伴可能都刷到了这个视频，青岛大姨把城阳黄岛即墨胶州莱西平度开除岛籍，到底哪才是青岛呢？
 🛡️叠甲：坚决反对一切地域歧视和地图炮言行🙅
 🧒本人：家庭来自江苏常州多年在青岛上学工作（市南区实验-市实验初中-青岛二中）
 1.“算不算青岛”本质是一个“城 郊 对立”的说法，行政上各区市都属于青岛，但主城区的大姨群体不认同其他区市的人是“青岛人”
 2.【教育体系的隔离】多年以来城阳黄岛莱西等区市的学生，都无法报考市属重点高中（2 58 1 9），10年前崂山的学生仅有部分能报考（这也是崂山以前被开除岛籍的原因），至今城阳黄岛等区的学生也无法派位局属初中（实验 26 39 ），教育资源分布不均问题仍未解决。
  
 3.【方言口音的差异】主城区居民多是移民，更接近普通话，且有部分外语舶来词，这也是大姨们优越感的来源之一，城阳、黄岛（胶南）即墨本地人居多，口音和词汇更具地方性历史性。
 4.【道路交通的隔离】至今青岛主城区通往各区市的最便捷路线都需要交费：黄岛-海底隧道、城阳-青银高速、即墨平度莱西-青新龙青高速、胶州-跨海大桥，这在大型城市中是比较少见的人为隔离，导致产生了“进城”要交钱的优越心理，也增加了跨区通勤的成本。【再次呼吁海底隧道免费！】
  
 5. 【皈依者狂热】这一心理现象多出现在受过殖民影响的地区，主城区的移民们觉得自己继承老德意志正黑旗的衣钵，靠着优越感和歧视来构建区域居民认同。同样的病态心理也出现在部分上海、香港等地居民。
 6.【发展不均衡】抛去gdp这种和普通人关系不大的数据不谈，各区人均可支配收入基本符合“开除岛籍”视频中的描述，主城区包揽前几名（2022年度数据）。
  
 7.【被歧视、凝视者的反击】很多在主城区求学、工作的人都在租房、挤地铁公交的过程中遭受过大姨们的嘲讽、歧视、冒犯，互联网玩梗，既是消遣也是反击。
 【综上所述】“不算青岛”本身就是没有上海香港的命得了上海香港的病。一个歧视他人的人不会有大出息，一个排外甚至排内的城市不会有大发展。研究哪个区算青岛，不如研究如何促进教育公平、经济发展、交通畅通。","[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]  
[认同逻辑2：Administrative Legitimacy（行政归属合法性）]  
[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]  
[认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]  
[认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]","输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]  
[认同逻辑2：Administrative Legitimacy（行政归属合法性）]  
[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]  
[认同逻辑5：Functional Livability（生活功能便利性与环境品质认知）]  
[认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]"
